-1,-1,-1,-1,-1,2,12,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,10,8,-1,-1,-1,2,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,2,1,7,4,-1,-1,-1,-1,-1,-1,14,10,-1,8,10,-1,2,-1,1,7,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,2,2,7,-1,6,-1,-1,-1,35,2,18,1,-1,6,-1,-1,-1,-1,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,3,-1,-1,-1,8,-1,-1,-1,6,1,-1,-1,4,-1,-1,3,5,4,10,13,1,-1,-1,-1,59,14,1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,20,-1,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,-1,-1,26,10,-1,-1,37,2,1,19,5,-1,-1,-1,-1,-1,14,-1,-1,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,2,-1,-1,-1,-1,-1,2,1,2,3,1,19,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,126,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,95,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,40,-1,-1,2,1,7,1,1,7,5,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,8,4,-1,-1,-1,-1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,9,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,19,-1,-1,-1,-1,-1,-1,2,-1,-1,7,9,13,-1,-1,1,6,-1,-1,-1,28,8,3,9,-1,4,-1,36,10,-1,25,-1,2,-1,-1,5,-1,-1,-1,-1,8,4,6,16,2,16,-1,-1,33,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,18,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,2,-1,20,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,-1,-1,-1,50,10,-1,-1,9,-1,-1,6,-1,-1,9,4,9,1,4,2,2,-1,3,-1,-1,-1,-1,-1,-1,28,14,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,49,-1,22,-1,14,11,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,8,3,-1,-1,-1,-1,-1,9,16,-1,-1,-1,58,3,1,4,-1,-1,-1,-1,50,-1,2,-1,-1,-1,-1,-1,23,-1,39,-1,-1,56,-1,-1,-1,11,-1,3,7,-1,-1,-1,-1,-1,-1,7,1,3,1,-1,-1,48,6,8,3,3,3,5,-1,-1,26,10,20,-1,-1,-1,28,4,7,16,-1,-1,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,-1,-1,-1,1,-1,8,6,-1,34,-1,27,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,-1,-1,1,1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,83,-1,4,-1,-1,-1,12,12,11,-1,-1,-1,-1,-1,56,2,17,10,-1,-1,42,-1,-1,32,1,15,1,-1,-1,-1,12,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,1,3,-1,-1,-1,3,10,17,2,2,-1,-1,1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,2,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,-1,9,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,6,-1,11,3,-1,-1,-1,3,-1,-1,5,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,7,1,4,3,12,6,-1,1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,12,2,16,4,-1,-1,11,2,12,-1,3,1,-1,8,4,-1,-1,-1,34,-1,26,-1,17,2,15,-1,-1,16,2,-1,-1,46,-1,-1,-1,-1,-1,-1,2,4,-1,-1,20,-1,-1,-1,-1,-1,21,-1,-1,-1,22,6,-1,19,10,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,5,1,-1,-1,3,4,20,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,3,5,-1,21,-1,-1,13,-1,1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,10,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,2,-1,-1,-1,1,-1,-1,-1,-1,2,-1,28,-1,-1,-1,29,-1,-1,-1,73,-1,-1,22,13,-1,-1,-1,46,12,-1,-1,-1,-1,-1,49,-1,-1,-1,-1,9,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,1,1,-1,1,-1,-1,-1,-1,-1,-1,15,5,2,-1,-1,-1,-1,-1,1,2,3,7,3,5,-1,-1,-1,-1,12,10,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,-1,-1,-1,-1,-1,-1,139,-1,-1,-1,-1,-1,7,4,-1,-1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,2,1,11,-1,-1,-1,-1,10,1,-1,-1,7,-1,-1,42,-1,6,-1,-1,4,4,-1,-1,18,-1,-1,30,-1,2,3,-1,18,1,-1,-1,-1,31,-1,32,-1,-1,18,4,18,-1,-1,10,17,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3
17042,12,3,8,6,6,1,2,11,3,6,2,8,10,3,10,10,7,12,133,145,19990
22844,696,305,185,148,138,80,100,99,73,80,105,102,107,105,159,167,224,324,2453,2777,19441
29281,1188,590,383,274,197,196,217,207,197,173,193,174,213,209,231,296,374,484,3809,4293,17487
34597,1925,959,642,524,415,334,342,375,288,309,290,321,362,366,424,507,634,848,5946,6794,17657
38212,2526,1178,819,645,513,459,448,443,399,414,418,426,408,527,591,673,894,868,7016,7884,16268
