-1,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,-1,-1,22,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,19,6,3,1,-1,-1,2,12,5,2,-1,-1,-1,8,-1,-1,-1,-1,-1,32,-1,6,-1,2,5,3,1,-1,-1,-1,1,7,-1,-1,-1,-1,-1,2,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,-1,-1,-1,-1,23,-1,-1,-1,6,5,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,-1,-1,-1,15,-1,-1,26,11,-1,4,-1,-1,1,9,1,1,8,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,3,-1,-1,-1,-1,-1,-1,-1,4,9,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,-1,-1,-1,-1,-1,-1,-1,30,-1,-1,-1,20,-1,24,-1,40,-1,-1,-1,-1,-1,23,-1,-1,-1,-1,3,1,2,7,5,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,1,7,-1,-1,-1,-1,-1,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,3,-1,7,3,-1,-1,-1,1,6,-1,-1,3,-1,-1,7,5,3,5,-1,-1,-1,1,12,4,2,-1,-1,-1,-1,-1,-1,-1,17,7,-1,-1,-1,-1,-1,-1,-1,6,4,1,-1,8,8,2,-1,-1,-1,-1,7,-1,-1,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,4,-1,1,-1,-1,-1,-1,5,6,3,-1,-1,-1,-1,-1,-1,11,2,1,-1,3,-1,-1,-1,31,6,-1,12,-1,-1,25,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,14,3,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,-1,1,-1,2,-1,3,-1,-1,-1,6,-1,-1,3,-1,-1,19,5,1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,-1,-1,-1,6,13,14,18,23,-1,-1,-1,-1,-1,-1,6,10,-1,3,8,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,-1,-1,-1,-1,-1,25,-1,-1,-1,3,18,-1,-1,12,7,-1,-1,-1,-1,-1,-1,-1,-1,2,1,-1,25,3,16,5,3,-1,-1,-1,16,11,-1,2,-1,-1,10,-1,35,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,-1,-1,-1,31,5,-1,8,-1,-1,-1,-1,-1,-1,3,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,1,4,-1,35,-1,-1,-1,-1,-1,-1,4,1,4,-1,-1,-1,-1,-1,6,-1,21,-1,-1,-1,2,8,14,-1,-1,-1,-1,-1,-1,47,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,-1,4,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,9,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,44,-1,2,-1,1,-1,-1,-1,-1,-1,13,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,-1,10,6,1,20,-1,-1,-1,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,2,5,1,4,5,-1,39,-1,-1,-1,23,10,-1,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,20,-1,-1,-1,-1,97,-1,-1,8,-1,12,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,13,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,2,3,-1,12,-1,-1,-1,-1,-1,14,-1,-1,-1,-1,-1,-1,-1,36,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,-1,-1,-1,-1,58,-1,-1,-1,7,-1,-1,-1,-1,-1,-1,8,-1,-1,-1,-1,28,2,15,2,7,16,-1,17,1,-1,8,18,-1,-1,5,4,1,-1,-1,-1,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,143,-1,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,4,14,-1,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,4,8,-1,-1,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,60
16971,13,6,7,1,5,2,2,4,2,1,2,3,1,9,7,0,6,5,109,109,19919
22133,548,275,137,116,110,108,96,85,88,68,102,81,94,73,104,136,180,243,2087,2087,19906
28000,1278,630,382,298,256,241,186,225,186,173,219,204,200,226,260,316,369,608,3603,3603,17160
32782,1915,875,550,452,405,310,288,292,284,251,306,303,319,329,397,517,605,974,5040,5040,19327
38563,2280,1118,707,585,460,427,402,357,328,336,371,388,423,458,556,657,870,1311,6271,6271,16598
